season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2011-12,1,Real Racing Santander,3,4,LOST,0
2011-12,1,Rayo Vallecano,1,1,DRAW,1
2011-12,1,CA Osasuna,0,0,DRAW,1
2011-12,1,Levante UD,1,1,DRAW,1
2011-12,1,RCD Español,0,1,LOST,0
2011-12,1,Málaga CF,1,2,LOST,0
2011-12,1,Real Madrid CF,6,0,WIN,3
2011-12,1,Villarreal CF,0,5,LOST,0
2011-12,2,Getafe CF,2,4,LOST,0
2011-12,2,FC Barcelona,2,2,DRAW,1
2011-12,2,Atlético Madrid,0,1,LOST,0
2011-12,2,Sevilla FC,2,2,DRAW,1
2011-12,2,RCD Mallorca,0,1,LOST,0
2011-12,2,Athletic Club Bilbao,1,2,LOST,0
2011-12,2,Sporting Gijón,1,2,LOST,0
2011-12,2,Levante UD,0,0,DRAW,1
2011-12,2,Real Zaragoza,0,0,DRAW,1
2011-12,2,Granada CF,0,4,LOST,0
2011-12,3,CA Osasuna,0,8,LOST,0
2011-12,3,Villarreal CF,0,1,LOST,0
2011-12,3,Málaga CF,1,0,WIN,3
2011-12,3,Real Sociedad,0,1,LOST,0
2011-12,3,Valencia CF,1,0,WIN,3
2011-12,3,Real Betis,3,2,WIN,3
2011-12,3,Real Racing Santander,0,4,LOST,0
2011-12,3,Rayo Vallecano,1,0,WIN,3
2011-12,3,Real Madrid CF,0,1,LOST,0
2011-12,3,RCD Español,1,2,LOST,0
2011-12,4,Sevilla FC,0,0,DRAW,1
2011-12,4,Granada CF,0,1,LOST,0
2011-12,4,RCD Mallorca,0,2,LOST,0
2011-12,4,Sporting Gijón,0,4,LOST,0
2011-12,4,Athletic Club Bilbao,0,1,LOST,0
2011-12,4,Real Madrid CF,0,0,DRAW,1
2011-12,4,FC Barcelona,2,2,DRAW,1
2011-12,4,Levante UD,2,1,WIN,3
2011-12,4,Real Zaragoza,3,4,LOST,0
2011-12,4,Getafe CF,0,1,LOST,0
2011-12,5,Villarreal CF,1,1,DRAW,1
2011-12,5,Atlético Madrid,0,5,LOST,0
2011-12,5,Rayo Vallecano,2,6,LOST,0
2011-12,5,Valencia CF,0,1,LOST,0
2011-12,5,CA Osasuna,1,1,DRAW,1
2011-12,5,RCD Español,1,3,LOST,0
2011-12,5,Real Sociedad,1,2,LOST,0
2011-12,5,Real Racing Santander,0,0,DRAW,1
2011-12,5,Málaga CF,0,0,DRAW,1
2011-12,5,Real Betis,0,1,LOST,0
2011-12,6,Getafe CF,2,3,LOST,0
2011-12,6,RCD Mallorca,2,2,DRAW,1
2011-12,6,Rayo Vallecano,1,1,DRAW,1
2011-12,6,Granada CF,0,1,LOST,0
2011-12,6,Real Zaragoza,2,2,DRAW,1
2011-12,6,Sevilla FC,0,0,DRAW,1
2011-12,6,Levante UD,1,0,WIN,3
2011-12,6,Real Madrid CF,4,0,WIN,3
2011-12,6,Athletic Club Bilbao,2,1,WIN,3
2011-12,6,FC Barcelona,1,0,WIN,3
2011-12,7,Real Racing Santander,0,3,LOST,0
2011-12,7,Villarreal CF,0,0,DRAW,1
2011-12,7,Atlético Madrid,0,0,DRAW,1
2011-12,7,Valencia CF,1,1,DRAW,1
2011-12,7,Real Betis,1,4,LOST,0
2011-12,7,Málaga CF,0,3,LOST,0
2011-12,7,Sporting Gijón,1,2,LOST,0
2011-12,7,RCD Español,1,0,WIN,3
2011-12,7,Real Sociedad,0,2,LOST,0
2011-12,7,CA Osasuna,1,3,LOST,0
2011-12,8,Sevilla FC,0,0,DRAW,1
2011-12,8,Real Madrid CF,4,0,WIN,3
2011-12,8,RCD Español,1,0,WIN,3
2011-12,8,Granada CF,0,2,LOST,0
2011-12,8,RCD Mallorca,1,1,DRAW,1
2011-12,8,Rayo Vallecano,2,0,WIN,3
2011-12,8,Real Zaragoza,0,3,LOST,0
2011-12,8,Getafe CF,0,0,DRAW,1
2011-12,8,Athletic Club Bilbao,1,1,DRAW,1
2011-12,8,Levante UD,3,0,WIN,3
2011-12,9,FC Barcelona,1,0,WIN,3
2011-12,9,Real Racing Santander,2,2,DRAW,1
2011-12,9,CA Osasuna,2,2,DRAW,1
2011-12,9,Real Sociedad,2,3,LOST,0
2011-12,9,Sporting Gijón,2,1,WIN,3
2011-12,9,Villarreal CF,0,3,LOST,0
2011-12,9,Málaga CF,0,2,LOST,0
2011-12,9,Valencia CF,1,0,WIN,3
2011-12,9,Atlético Madrid,0,3,LOST,0
2011-12,9,Real Betis,0,1,LOST,0
2011-12,10,RCD Mallorca,0,5,LOST,0
2011-12,10,Real Madrid CF,1,0,WIN,3
2011-12,10,Getafe CF,1,3,LOST,0
2011-12,10,Rayo Vallecano,0,2,LOST,0
2011-12,10,Real Zaragoza,1,3,LOST,0
2011-12,10,RCD Español,1,2,LOST,0
2011-12,10,Levante UD,0,2,LOST,0
2011-12,10,Real Betis,0,1,LOST,0
2011-12,10,Athletic Club Bilbao,1,1,DRAW,1
2011-12,10,Granada CF,2,1,WIN,3
2011-12,11,Málaga CF,0,0,DRAW,1
2011-12,11,Valencia CF,2,0,WIN,3
2011-12,11,FC Barcelona,2,2,DRAW,1
2011-12,11,Villarreal CF,0,0,DRAW,1
2011-12,11,Atlético Madrid,2,3,LOST,0
2011-12,11,Real Racing Santander,0,0,DRAW,1
2011-12,11,CA Osasuna,1,7,LOST,0
2011-12,11,Real Sociedad,0,4,LOST,0
2011-12,11,Sporting Gijón,2,2,DRAW,1
2011-12,12,Real Zaragoza,0,4,LOST,0
2011-12,12,Real Madrid CF,3,2,WIN,3
2011-12,12,Real Betis,0,1,LOST,0
2011-12,12,Levante UD,2,3,LOST,0
2011-12,12,Rayo Vallecano,0,0,DRAW,1
2011-12,12,Athletic Club Bilbao,2,1,WIN,3
2011-12,12,RCD Español,0,0,DRAW,1
2011-12,12,Getafe CF,1,2,LOST,0
2011-12,12,Málaga CF,3,1,WIN,3
2011-12,13,FC Barcelona,0,1,LOST,0
2011-12,13,Atlético Madrid,1,4,LOST,0
2011-12,13,Valencia CF,2,1,WIN,3
2011-12,13,Granada CF,1,0,WIN,3
2011-12,13,Real Sociedad,3,2,WIN,3
2011-12,13,CA Osasuna,2,1,WIN,3
2011-12,13,Sporting Gijón,0,4,LOST,0
2011-12,12,Real Racing Santander,1,2,LOST,0
2011-12,13,Sevilla FC,1,0,WIN,3
2011-12,13,Villarreal CF,1,2,LOST,0
2011-12,14,Rayo Vallecano,0,4,LOST,0
2011-12,15,Levante UD,0,5,LOST,0
2011-12,14,Villarreal CF,0,1,LOST,0
2011-12,14,Real Madrid CF,3,0,WIN,3
2011-12,14,RCD Español,1,2,LOST,0
2011-12,14,Rayo Vallecano,1,3,LOST,0
2011-12,13,Real Zaragoza,0,1,LOST,0
2011-12,13,Athletic Club Bilbao,1,1,DRAW,1
2011-12,14,Real Betis,1,2,LOST,0
2011-12,14,Málaga CF,2,3,LOST,0
2011-12,14,Getafe CF,0,3,LOST,0
2011-12,14,RCD Mallorca,2,2,DRAW,1
2011-12,15,Valencia CF,1,2,LOST,0
2011-12,15,Sevilla FC,0,1,LOST,0
2011-12,15,FC Barcelona,3,1,WIN,3
2011-12,15,Real Racing Santander,1,1,DRAW,1
2011-12,15,Atlético Madrid,2,4,LOST,0
2011-12,15,Granada CF,0,1,LOST,0
2011-12,15,CA Osasuna,1,1,DRAW,1
2011-12,16,Sporting Gijón,3,1,WIN,3
2011-12,15,Real Sociedad,1,1,DRAW,1
2011-12,15,RCD Mallorca,1,0,WIN,3
2011-12,16,Real Zaragoza,1,2,LOST,0
2011-12,16,Getafe CF,2,1,WIN,3
2011-12,16,Real Madrid CF,6,2,WIN,3
2011-12,16,RCD Español,2,1,WIN,3
2011-12,16,Real Betis,2,0,WIN,3
2011-12,16,Levante UD,1,2,LOST,0
2011-12,16,Villarreal CF,1,2,LOST,0
2011-12,16,Real Sociedad,0,0,DRAW,1
2011-12,16,Málaga CF,0,2,LOST,0
2011-12,17,RCD Mallorca,0,0,DRAW,1
2011-12,17,Atlético Madrid,0,0,DRAW,1
2011-12,17,Granada CF,1,5,LOST,0
2011-12,17,Real Zaragoza,0,1,LOST,0
2011-12,17,CA Osasuna,0,0,DRAW,1
2011-12,17,Sporting Gijón,0,2,LOST,0
2011-12,17,FC Barcelona,1,1,DRAW,1
2011-12,17,Athletic Club Bilbao,0,0,DRAW,1
2011-12,17,Sevilla FC,1,2,LOST,0
2011-12,17,Valencia CF,2,2,DRAW,1
2011-12,18,Rayo Vallecano,2,1,WIN,3
2011-12,18,Real Madrid CF,2,1,WIN,3
2011-12,18,RCD Español,0,0,DRAW,1
2011-12,18,Real Sociedad,1,0,WIN,3
2011-12,18,Getafe CF,1,1,DRAW,1
2011-12,18,Levante UD,0,3,LOST,0
2011-12,18,Villarreal CF,0,3,LOST,0
2011-12,18,Real Betis,2,4,LOST,0
2011-12,18,Real Racing Santander,2,0,WIN,3
2011-12,18,Málaga CF,1,2,LOST,0
2011-12,19,Sevilla FC,1,1,DRAW,1
2011-12,19,Granada CF,0,3,LOST,0
2011-12,19,Getafe CF,2,1,WIN,3
2011-12,19,Atlético Madrid,4,0,WIN,3
2011-12,19,Real Zaragoza,0,0,DRAW,1
2011-12,19,FC Barcelona,4,1,WIN,3
2011-12,19,Valencia CF,1,1,DRAW,1
2011-12,19,Athletic Club Bilbao,1,4,LOST,0
2011-12,19,RCD Mallorca,1,0,WIN,3
2011-12,19,Sporting Gijón,0,3,LOST,0
2011-12,20,RCD Mallorca,0,1,LOST,0
2011-12,20,Real Zaragoza,1,3,LOST,0
2011-12,20,Athletic Club Bilbao,3,2,WIN,3
2011-12,20,FC Barcelona,0,0,DRAW,1
2011-12,20,Granada CF,2,1,WIN,3
2011-12,20,Getafe CF,2,1,WIN,3
2011-12,20,Sevilla FC,1,2,LOST,0
2011-12,20,Valencia CF,2,2,DRAW,1
2011-12,20,Sporting Gijón,1,5,LOST,0
2011-12,20,Atlético Madrid,1,0,WIN,3
2011-12,21,RCD Español,3,3,DRAW,1
2011-12,21,Real Sociedad,1,2,LOST,0
2011-12,21,Real Madrid CF,1,0,WIN,3
2011-12,21,Real Racing Santander,1,1,DRAW,1
2011-12,21,Real Betis,0,1,LOST,0
2011-12,21,Valencia CF,0,0,DRAW,1
2011-12,21,Villarreal CF,2,1,WIN,3
2011-12,21,CA Osasuna,1,1,DRAW,1
2011-12,21,Rayo Vallecano,2,1,WIN,3
2011-12,21,Málaga CF,1,2,LOST,0
2011-12,22,Athletic Club Bilbao,1,2,LOST,0
2011-12,22,FC Barcelona,2,3,LOST,0
2011-12,22,Atlético Madrid,0,0,DRAW,1
2011-12,22,Real Zaragoza,2,0,WIN,3
2011-12,22,RCD Mallorca,1,3,LOST,0
2011-12,22,Levante UD,2,4,LOST,0
2011-12,22,Sporting Gijón,0,4,LOST,0
2011-12,22,Getafe CF,0,2,LOST,0
2011-12,22,Granada CF,1,3,LOST,0
2011-12,22,Sevilla FC,0,2,LOST,0
2011-12,23,RCD Español,1,1,DRAW,1
2011-12,23,Real Racing Santander,0,4,LOST,0
2011-12,23,CA Osasuna,0,2,LOST,0
2011-12,23,Málaga CF,0,3,LOST,0
2011-12,23,Valencia CF,1,5,LOST,0
2011-12,23,Real Sociedad,1,4,LOST,0
2011-12,23,Rayo Vallecano,5,3,WIN,3
2011-12,23,Villarreal CF,0,4,LOST,0
2011-12,23,Atlético Madrid,1,1,DRAW,1
2011-12,23,Real Betis,2,0,WIN,3
2011-12,24,Getafe CF,1,1,DRAW,1
2011-12,24,Levante UD,2,1,WIN,3
2011-12,24,Real Zaragoza,1,5,LOST,0
2011-12,24,Sporting Gijón,1,1,DRAW,1
2011-12,24,FC Barcelona,2,1,WIN,3
2011-12,24,Granada CF,1,2,LOST,0
2011-12,24,RCD Mallorca,0,1,LOST,0
2011-12,24,Sevilla FC,2,1,WIN,3
2011-12,24,Real Madrid CF,1,0,WIN,3
2011-12,24,Athletic Club Bilbao,2,2,DRAW,1
2011-12,25,Málaga CF,3,1,WIN,3
2011-12,25,CA Osasuna,1,1,DRAW,1
2011-12,25,Atlético Madrid,1,1,DRAW,1
2011-12,25,Real Racing Santander,2,4,LOST,0
2011-12,25,Real Sociedad,0,2,LOST,0
2011-12,25,Valencia CF,1,0,WIN,3
2011-12,25,RCD Español,0,5,LOST,0
2011-12,25,Villarreal CF,1,2,LOST,0
2011-12,25,Real Betis,1,3,LOST,0
2011-12,26,Real Madrid CF,3,2,WIN,3
2011-12,26,Levante UD,0,1,LOST,0
2011-12,26,Real Zaragoza,0,3,LOST,0
2011-12,26,Sevilla FC,0,1,LOST,0
2011-12,26,Granada CF,0,2,LOST,0
2011-12,26,Rayo Vallecano,1,5,LOST,0
2011-12,26,Athletic Club Bilbao,1,2,LOST,0
2011-12,26,FC Barcelona,2,0,WIN,3
2011-12,26,RCD Mallorca,2,2,DRAW,1
2011-12,26,Getafe CF,2,1,WIN,3
2011-12,27,Real Sociedad,0,1,LOST,0
2011-12,27,Sporting Gijón,1,2,LOST,0
2011-12,27,FC Barcelona,2,0,WIN,3
2011-12,27,Real Betis,0,3,LOST,0
2011-12,27,CA Osasuna,1,1,DRAW,1
2011-12,27,Valencia CF,3,0,WIN,3
2011-12,27,Villarreal CF,0,1,LOST,0
2011-12,27,Atlético Madrid,1,2,LOST,0
2011-12,27,Málaga CF,1,1,DRAW,1
2011-12,27,Real Racing Santander,1,3,LOST,0
2011-12,28,Granada CF,3,5,LOST,0
2011-12,28,Getafe CF,0,0,DRAW,1
2011-12,28,Athletic Club Bilbao,1,2,LOST,0
2011-12,28,Levante UD,3,1,WIN,3
2011-12,28,RCD Mallorca,3,2,WIN,3
2011-12,28,Real Zaragoza,2,1,WIN,3
2011-12,28,Real Madrid CF,1,1,DRAW,1
2011-12,28,RCD Español,1,1,DRAW,1
2011-12,28,Rayo Vallecano,2,4,LOST,0
2011-12,28,Sevilla FC,3,0,WIN,3
2011-12,29,Valencia CF,1,3,LOST,0
2011-12,29,FC Barcelona,2,0,WIN,3
2011-12,29,Real Sociedad,1,5,LOST,0
2011-12,29,Sporting Gijón,1,1,DRAW,1
2011-12,29,Real Racing Santander,1,1,DRAW,1
2011-12,29,Málaga CF,2,1,WIN,3
2011-12,29,CA Osasuna,2,0,WIN,3
2011-12,29,Villarreal CF,2,0,WIN,3
2011-12,29,Atlético Madrid,0,1,LOST,0
2011-12,29,Sevilla FC,3,0,WIN,3
2011-12,30,Athletic Club Bilbao,0,2,LOST,0
2011-12,30,Real Betis,2,0,WIN,3
2011-12,30,Real Madrid CF,5,1,WIN,3
2011-12,30,Granada CF,1,0,WIN,3
2011-12,30,Real Zaragoza,2,1,WIN,3
2011-12,30,Getafe CF,0,3,LOST,0
2011-12,30,Rayo Vallecano,0,4,LOST,0
2011-12,30,Levante UD,1,1,DRAW,1
2011-12,30,RCD Español,0,0,DRAW,1
2011-12,30,RCD Mallorca,1,3,LOST,0
2011-12,31,Villarreal CF,1,3,LOST,0
2011-12,31,Real Sociedad,2,2,DRAW,1
2011-12,31,Sporting Gijón,0,2,LOST,0
2011-12,31,CA Osasuna,0,6,LOST,0
2011-12,31,FC Barcelona,4,1,WIN,3
2011-12,31,Sevilla FC,0,1,LOST,0
2011-12,31,Atlético Madrid,0,2,LOST,0
2011-12,31,Granada CF,0,0,DRAW,1
2011-12,31,Valencia CF,0,0,DRAW,1
2011-12,31,Real Racing Santander,0,3,LOST,0
2011-12,32,Getafe CF,0,4,LOST,0
2011-12,32,RCD Español,0,2,LOST,0
2011-12,32,Real Betis,1,1,DRAW,1
2011-12,32,Real Madrid CF,4,1,WIN,3
2011-12,32,Athletic Club Bilbao,2,2,DRAW,1
2011-12,32,Levante UD,2,3,LOST,0
2011-12,32,Rayo Vallecano,1,4,LOST,0
2011-12,32,RCD Mallorca,3,0,WIN,3
2011-12,32,Real Zaragoza,0,3,LOST,0
2011-12,32,Málaga CF,1,2,LOST,0
2011-12,33,FC Barcelona,2,1,WIN,3
2011-12,33,Sporting Gijón,1,3,LOST,0
2011-12,33,RCD Mallorca,0,1,LOST,0
2011-12,33,CA Osasuna,0,1,LOST,0
2011-12,33,Valencia CF,0,4,LOST,0
2011-12,33,Real Sociedad,1,1,DRAW,1
2011-12,33,Atlético Madrid,1,0,WIN,3
2011-12,33,Real Racing Santander,1,1,DRAW,1
2011-12,33,Granada CF,0,1,LOST,0
2011-12,33,Sevilla FC,1,5,LOST,0
2011-12,34,Real Madrid CF,2,1,WIN,3
2011-12,34,Real Zaragoza,0,1,LOST,0
2011-12,34,Levante UD,1,1,DRAW,1
2011-12,34,Rayo Vallecano,1,2,LOST,0
2011-12,34,RCD Español,1,3,LOST,0
2011-12,34,Getafe CF,0,1,LOST,0
2011-12,34,Athletic Club Bilbao,1,0,WIN,3
2011-12,34,Villarreal CF,1,1,DRAW,1
2011-12,34,Real Betis,0,4,LOST,0
2011-12,34,Málaga CF,1,1,DRAW,1
2011-12,35,Sporting Gijón,3,0,WIN,3
2011-12,35,RCD Mallorca,3,1,WIN,3
2011-12,35,Granada CF,1,3,LOST,0
2011-12,35,Real Racing Santander,0,3,LOST,0
2011-12,35,CA Osasuna,1,1,DRAW,1
2011-12,35,Atlético Madrid,2,2,DRAW,1
2011-12,35,Valencia CF,0,1,LOST,0
2011-12,35,Sevilla FC,0,3,LOST,0
2011-12,35,FC Barcelona,7,0,WIN,3
2011-12,35,Athletic Club Bilbao,0,2,LOST,0
2011-12,36,Real Racing Santander,1,1,DRAW,1
2011-12,36,RCD Español,1,2,LOST,0
2011-12,36,Villarreal CF,3,2,WIN,3
2011-12,36,Real Madrid CF,3,0,WIN,3
2011-12,36,Real Sociedad,1,1,DRAW,1
2011-12,36,Málaga CF,1,4,LOST,0
2011-12,36,Rayo Vallecano,0,1,LOST,0
2011-12,36,Real Betis,2,1,WIN,3
2011-12,36,CA Osasuna,0,4,LOST,0
2011-12,36,Levante UD,0,1,LOST,0
2011-12,37,Getafe CF,0,0,DRAW,1
2011-12,37,Málaga CF,1,2,LOST,0
2011-12,37,RCD Español,0,4,LOST,0
2011-12,37,Real Madrid CF,2,1,WIN,3
2011-12,37,Levante UD,0,1,LOST,0
2011-12,37,Real Sociedad,0,1,LOST,0
2011-12,37,Rayo Vallecano,2,5,LOST,0
2011-12,37,Real Betis,1,2,LOST,0
2011-12,37,Villarreal CF,0,1,LOST,0
2011-12,37,Real Racing Santander,1,2,LOST,0
2011-12,38,FC Barcelona,2,2,DRAW,1
2011-12,38,Valencia CF,0,1,LOST,0
2011-12,38,Sevilla FC,1,1,DRAW,1
2011-12,38,Real Zaragoza,2,0,WIN,3
2011-12,38,Athletic Club Bilbao,0,3,LOST,0
2011-12,38,Sporting Gijón,0,1,LOST,0
2011-12,38,RCD Mallorca,1,4,LOST,0
2011-12,38,CA Osasuna,4,2,WIN,3
2011-12,38,Atlético Madrid,1,0,WIN,3
2012-13,1,RC Celta Vigo,0,1,LOST,0
2012-13,1,RCD Mallorca,2,1,WIN,3
2012-13,1,Sevilla FC,2,1,WIN,3
2012-13,1,Athletic Club Bilbao,3,5,LOST,0
2012-13,1,FC Barcelona,5,1,WIN,3
2012-13,1,Levante UD,1,1,DRAW,1
2012-13,1,Real Madrid CF,1,1,DRAW,1
2012-13,1,RCD La Coruña,2,0,WIN,3
2012-13,1,Rayo Vallecano,1,0,WIN,3
2012-13,1,Real Zaragoza,0,1,LOST,0
2012-13,2,Real Betis,1,2,LOST,0
2012-13,2,RCD Español,1,2,LOST,0
2012-13,2,Málaga CF,1,1,DRAW,1
2012-13,2,Real Sociedad,2,1,WIN,3
2012-13,2,Getafe CF,2,1,WIN,3
2012-13,2,Granada CF,1,1,DRAW,1
2012-13,2,CA Osasuna,1,2,LOST,0
2012-13,2,Valencia CF,3,3,DRAW,1
2012-13,2,Atlético Madrid,4,0,WIN,3
2012-13,2,Real Valladolid CF,2,0,WIN,3
2012-13,3,RC Celta Vigo,2,0,WIN,3
2012-13,3,RCD La Coruña,1,1,DRAW,1
2012-13,3,RCD Mallorca,1,0,WIN,3
2012-13,3,Real Zaragoza,0,1,LOST,0
2012-13,3,Athletic Club Bilbao,2,0,WIN,3
2012-13,3,FC Barcelona,1,0,WIN,3
2012-13,3,Levante UD,3,2,WIN,3
2012-13,3,Real Madrid CF,3,0,WIN,3
2012-13,3,Rayo Vallecano,0,0,DRAW,1
2012-13,4,Getafe CF,1,4,LOST,0
2012-13,4,Málaga CF,3,1,WIN,3
2012-13,4,Sevilla FC,1,0,WIN,3
2012-13,4,Valencia CF,2,1,WIN,3
2012-13,3,Atlético Madrid,4,3,WIN,3
2012-13,4,RCD Español,3,3,DRAW,1
2012-13,4,Granada CF,1,1,DRAW,1
2012-13,4,CA Osasuna,1,1,DRAW,1
2012-13,4,Real Sociedad,2,0,WIN,3
2012-13,4,Real Valladolid CF,0,1,LOST,0
2012-13,5,FC Barcelona,2,0,WIN,3
2012-13,4,Real Betis,1,0,WIN,3
2012-13,5,RC Celta Vigo,2,1,WIN,3
2012-13,5,Real Zaragoza,3,1,WIN,3
2012-13,5,Athletic Club Bilbao,0,0,DRAW,1
2012-13,4,Atlético Madrid,2,1,WIN,3
2012-13,5,Levante UD,2,1,WIN,3
2012-13,5,RCD Mallorca,2,0,WIN,3
2012-13,5,RCD La Coruña,0,2,LOST,0
2012-13,5,Rayo Vallecano,0,2,LOST,0
2012-13,5,Real Betis,2,4,LOST,0
2012-13,6,Málaga CF,4,0,WIN,3
2012-13,6,Sevilla FC,2,3,LOST,0
2012-13,6,Real Sociedad,2,0,WIN,3
2012-13,6,Valencia CF,2,0,WIN,3
2012-13,6,RCD Español,0,1,LOST,0
2012-13,6,Granada CF,2,1,WIN,3
2012-13,6,CA Osasuna,4,0,WIN,3
2012-13,6,Real Madrid CF,5,1,WIN,3
2012-13,6,Real Valladolid CF,6,1,WIN,3
2012-13,6,Getafe CF,1,0,WIN,3
2012-13,7,RC Celta Vigo,2,0,WIN,3
2012-13,7,Real Betis,2,0,WIN,3
2012-13,7,Real Valladolid CF,1,1,DRAW,1
2012-13,7,Rayo Vallecano,2,1,WIN,3
2012-13,7,Real Zaragoza,0,1,LOST,0
2012-13,7,Athletic Club Bilbao,1,0,WIN,3
2012-13,7,Atlético Madrid,2,1,WIN,3
2012-13,7,FC Barcelona,2,2,DRAW,1
2012-13,7,Levante UD,1,0,WIN,3
2012-13,7,RCD Mallorca,1,2,LOST,0
2012-13,8,RCD La Coruña,4,5,LOST,0
2012-13,8,Málaga CF,2,1,WIN,3
2012-13,8,Real Madrid CF,2,0,WIN,3
2012-13,8,Valencia CF,3,2,WIN,3
2012-13,8,RCD Español,3,2,WIN,3
2012-13,8,Getafe CF,0,1,LOST,0
2012-13,8,Granada CF,1,2,LOST,0
2012-13,8,CA Osasuna,0,0,DRAW,1
2012-13,8,Real Sociedad,0,1,LOST,0
2012-13,8,Sevilla FC,3,2,WIN,3
2012-13,9,Real Betis,1,0,WIN,3
2012-13,9,RC Celta Vigo,1,1,DRAW,1
2012-13,9,RCD Español,0,0,DRAW,1
2012-13,9,Rayo Vallecano,0,5,LOST,0
2012-13,9,Athletic Club Bilbao,1,2,LOST,0
2012-13,9,Atlético Madrid,3,1,WIN,3
2012-13,9,Levante UD,3,1,WIN,3
2012-13,9,RCD Mallorca,0,5,LOST,0
2012-13,9,Real Zaragoza,2,1,WIN,3
2012-13,9,Real Valladolid CF,2,2,DRAW,1
2012-13,10,FC Barcelona,3,1,WIN,3
2012-13,10,Málaga CF,1,2,LOST,0
2012-13,10,Real Madrid CF,4,0,WIN,3
2012-13,10,Valencia CF,2,0,WIN,3
2012-13,10,Granada CF,1,2,LOST,0
2012-13,10,RCD La Coruña,1,0,WIN,3
2012-13,10,CA Osasuna,0,1,LOST,0
2012-13,10,Sevilla FC,0,0,DRAW,1
2012-13,10,Real Sociedad,0,1,LOST,0
2012-13,10,Getafe CF,2,4,LOST,0
2012-13,11,Real Betis,1,2,LOST,0
2012-13,11,RCD Español,0,3,LOST,0
2012-13,11,Málaga CF,1,2,LOST,0
2012-13,11,Rayo Vallecano,3,2,WIN,3
2012-13,11,Real Zaragoza,5,3,WIN,3
2012-13,11,Athletic Club Bilbao,2,1,WIN,3
2012-13,11,Atlético Madrid,2,0,WIN,3
2012-13,11,Levante UD,1,2,LOST,0
